Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
SALUD,Medicina,F,Fisioterapeuta,10,47185,46528,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,7,57432,62723,25266.83745154981
UASD,Educación,F,Profesor,29,33490,79358,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,18,49313,83343,25266.83745154981
MJ,Justicia,F,Abogada,22,44100,68034,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,30,32179,28334,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,23,48484,42797,25266.83745154981
UASD,Educación,M,Profesor,18,38108,54246,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,1,48013,91610,25266.83745154981
MJ,Justicia,M,Abogada,14,41268,34138,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,23,30884,36215,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,13,30327,73862,25266.83745154981
UASD,Educación,F,Profesor,2,41935,64695,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,9,36965,51800,25266.83745154981
MJ,Justicia,F,Abogada,18,44663,69972,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,25,31055,23979,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,33,51336,22161,25266.83745154981
UASD,Educación,M,Profesor,6,33450,88664,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,21,50759,25000,25266.83745154981
MJ,Justicia,M,Abogada,19,49200,69255,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,6,44806,48796,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,17,30302,91901,25266.83745154981
UASD,Educación,F,Profesor,18,57608,39789,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,22,46802,79854,25266.83745154981
MJ,Justicia,F,Abogada,16,36303,62832,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,9,41588,23928,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,7,32549,89122,25266.83745154981
UASD,Educación,M,Profesor,38,31586,71310,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,7,50056,34672,25266.83745154981
MJ,Justicia,M,Abogada,31,49443,95840,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,5,31418,65279,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,22,53044,54599,25266.83745154981
UASD,Educación,F,Profesor,15,44488,62019,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,34,30573,46216,25266.83745154981
MJ,Justicia,F,Abogada,14,35646,88006,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,2,47880,74489,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,11,39714,24396,25266.83745154981
UASD,Educación,M,Profesor,15,59386,47559,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,35,58414,95205,25266.83745154981
MJ,Justicia,M,Abogada,2,34161,73333,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,21,59492,72832,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,35,57378,63924,25266.83745154981
UASD,Educación,F,Profesor,4,36655,48062,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,37,33714,26077,25266.83745154981
MJ,Justicia,F,Abogada,27,37838,67830,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,24,43313,85462,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,26,52630,86464,25266.83745154981
UASD,Educación,M,Profesor,29,43554,90495,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,38,45708,99903,25266.83745154981
MJ,Justicia,M,Abogada,26,53021,27880,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,33,40568,65485,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,20,50295,24209,25266.83745154981
UASD,Educación,F,Profesor,11,38790,24018,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,33,56229,96473,25266.83745154981
MJ,Justicia,F,Abogada,38,33467,67531,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,16,39918,86031,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,28,42482,98546,25266.83745154981
UASD,Educación,M,Profesor,5,37577,61828,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,5,38387,86973,25266.83745154981
MJ,Justicia,M,Abogada,17,32269,29260,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,17,52914,39915,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,11,35245,62476,25266.83745154981
UASD,Educación,F,Profesor,1,47006,78623,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,14,31605,49760,25266.83745154981
MJ,Justicia,F,Abogada,14,57689,53563,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,17,46077,82716,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,23,50748,28090,25266.83745154981
UASD,Educación,M,Profesor,13,58845,75060,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,7,50035,71945,25266.83745154981
MJ,Justicia,M,Abogada,37,34577,96799,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,24,46258,86298,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,1,56708,60750,25266.83745154981
UASD,Educación,F,Profesor,13,54475,92365,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,6,54321,90655,25266.83745154981
MJ,Justicia,F,Abogada,17,54540,66684,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,39,59003,61880,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,10,36614,73750,25266.83745154981
UASD,Educación,M,Profesor,37,50826,75769,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,31,36648,79173,25266.83745154981
MJ,Justicia,M,Abogada,23,55386,36151,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,32,42568,52852,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,56083,59378,25266.83745154981
UASD,Educación,F,Profesor,32,39904,94699,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,11,38432,33337,25266.83745154981
MJ,Justicia,F,Abogada,20,44389,94408,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,19,47833,71086,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,10,43698,54502,25266.83745154981
UASD,Educación,M,Profesor,13,36411,98733,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,5,30685,39516,25266.83745154981
MJ,Justicia,M,Abogada,37,54325,76564,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,24,30070,26326,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,6,45472,94963,25266.83745154981
UASD,Educación,F,Profesor,26,56480,50346,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,22,40066,83105,25266.83745154981
MJ,Justicia,F,Abogada,30,42013,78071,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,6,30838,82127,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,13,31232,54213,25266.83745154981
UASD,Educación,M,Profesor,18,30356,80545,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,9,34491,65308,25266.83745154981
MJ,Justicia,M,Abogada,28,31424,52562,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,26,43293,99179,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,50575,21594,25266.83745154981
UASD,Educación,F,Profesor,38,51718,39739,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,11,33968,72404,25266.83745154981
MJ,Justicia,F,Abogada,31,44345,80169,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,19,30251,74677,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,4,35354,60420,25266.83745154981
UASD,Educación,M,Profesor,10,43746,59894,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,14,39256,73766,25266.83745154981
MJ,Justicia,M,Abogada,18,44995,34330,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,8,56204,53995,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,24,34460,70855,25266.83745154981
UASD,Educación,F,Profesor,12,49311,50773,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,18,56200,68185,25266.83745154981
MJ,Justicia,F,Abogada,26,58121,37658,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,22,33016,26035,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,7,47625,57256,25266.83745154981
UASD,Educación,M,Profesor,10,51238,27047,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,3,40203,55103,25266.83745154981
MJ,Justicia,M,Abogada,18,44341,78594,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,14,51048,85351,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,33,46545,55177,25266.83745154981
UASD,Educación,F,Profesor,15,59561,27082,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,15,49982,79088,25266.83745154981
MJ,Justicia,F,Abogada,39,52651,93534,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,35,50056,71673,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,23,37498,94664,25266.83745154981
UASD,Educación,M,Profesor,26,57454,68284,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,38,53742,20009,25266.83745154981
MJ,Justicia,M,Abogada,38,40483,20479,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,23,37635,45806,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,22,42675,36894,25266.83745154981
UASD,Educación,F,Profesor,2,30470,30689,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,30,37937,49564,25266.83745154981
MJ,Justicia,F,Abogada,10,59211,74026,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,15,35441,57766,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,2,58123,89558,25266.83745154981
UASD,Educación,M,Profesor,1,39666,71070,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,18,47672,53054,25266.83745154981
MJ,Justicia,M,Abogada,36,58802,95919,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,28,31945,36926,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,2,39636,31158,25266.83745154981
UASD,Educación,F,Profesor,22,47010,70765,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,38,42888,98740,25266.83745154981
MJ,Justicia,F,Abogada,8,53213,37101,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,5,46326,92438,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,23,35641,51748,25266.83745154981
UASD,Educación,M,Profesor,34,59481,35918,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,10,51182,69066,25266.83745154981
MJ,Justicia,M,Abogada,8,48353,69956,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,19,54184,67743,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,41798,57818,25266.83745154981
UASD,Educación,F,Profesor,11,55611,73914,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,17,53524,66667,25266.83745154981
MJ,Justicia,F,Abogada,19,36702,69403,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,1,37027,67019,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,34,52449,65613,25266.83745154981
UASD,Educación,M,Profesor,38,58685,89298,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,36,49168,84788,25266.83745154981
MJ,Justicia,M,Abogada,35,31879,94302,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,30,32582,89518,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,53613,61302,25266.83745154981
UASD,Educación,F,Profesor,16,59773,95433,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,37,54379,63727,25266.83745154981
MJ,Justicia,F,Abogada,11,32909,33379,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,14,51541,42388,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,24,30663,31642,25266.83745154981
UASD,Educación,M,Profesor,10,55613,41420,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,30,51216,62209,25266.83745154981
MJ,Justicia,M,Abogada,21,53602,79039,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,39,56086,74698,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,5,32514,20078,25266.83745154981
UASD,Educación,F,Profesor,33,51885,56519,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,29,38099,63632,25266.83745154981
MJ,Justicia,F,Abogada,14,36926,85059,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,7,39194,57784,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,33,49560,24301,25266.83745154981
UASD,Educación,M,Profesor,20,35228,56314,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,32,37981,90242,25266.83745154981
MJ,Justicia,M,Abogada,38,48577,21006,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,19,52912,98450,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,47181,89847,25266.83745154981
UASD,Educación,F,Profesor,35,40754,38445,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,28,41655,76603,25266.83745154981
MJ,Justicia,F,Abogada,4,44023,67228,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,2,32973,24459,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,19,39427,41085,25266.83745154981
UASD,Educación,M,Profesor,37,34256,37763,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,19,44696,69743,25266.83745154981
MJ,Justicia,M,Abogada,24,57777,62017,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,34,31087,22343,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,7,51875,65618,25266.83745154981
UASD,Educación,F,Profesor,34,50699,80754,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,7,43937,97229,25266.83745154981
MJ,Justicia,F,Abogada,15,43947,55220,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,18,44001,98280,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,19,36139,63126,25266.83745154981
UASD,Educación,M,Profesor,9,53267,37918,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,31,44371,53150,25266.83745154981
MJ,Justicia,M,Abogada,22,47424,65910,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,25,49435,95247,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,36,51899,71341,25266.83745154981
UASD,Educación,F,Profesor,35,54510,64574,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,36,51851,41980,25266.83745154981
MJ,Justicia,F,Abogada,11,48504,91325,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,31,34879,53177,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,19,49165,92634,25266.83745154981
UASD,Educación,M,Profesor,23,43639,39030,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,31,47910,69837,25266.83745154981
MJ,Justicia,M,Abogada,22,40772,70504,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,15,55460,76008,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,22,50846,65865,25266.83745154981
UASD,Educación,F,Profesor,24,59365,42600,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,18,32916,75382,25266.83745154981
MJ,Justicia,F,Abogada,35,43839,47230,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,16,41121,28334,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,23,51123,79199,25266.83745154981
UASD,Educación,M,Profesor,22,49486,69741,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,37,50975,93535,25266.83745154981
MJ,Justicia,M,Abogada,34,48274,88266,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,14,54751,85658,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,12,44063,56441,25266.83745154981
UASD,Educación,F,Profesor,38,32595,99089,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,33,40007,39531,25266.83745154981
MJ,Justicia,F,Abogada,39,44286,44235,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,30,30784,36433,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,36,49437,57564,25266.83745154981
UASD,Educación,M,Profesor,25,47538,73141,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,18,56667,72020,25266.83745154981
MJ,Justicia,M,Abogada,17,44515,31819,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,11,45859,99475,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,11,58749,44665,25266.83745154981
UASD,Educación,F,Profesor,3,30377,20276,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,38,31551,53771,25266.83745154981
MJ,Justicia,F,Abogada,16,54445,52315,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,16,56643,22584,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,2,30540,82405,25266.83745154981
UASD,Educación,M,Profesor,20,52114,81400,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,23,44838,46810,25266.83745154981
MJ,Justicia,M,Abogada,3,49841,64330,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,23,36244,62335,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,27,53401,90989,25266.83745154981
UASD,Educación,F,Profesor,22,45086,72801,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,11,39623,57563,25266.83745154981
MJ,Justicia,F,Abogada,5,40087,24708,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,29,37500,51421,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,8,46052,46833,25266.83745154981
UASD,Educación,M,Profesor,29,46441,90636,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,11,31603,99735,25266.83745154981
MJ,Justicia,M,Abogada,23,36207,94131,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,31,54267,48662,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,39,44096,29253,25266.83745154981
UASD,Educación,F,Profesor,26,59420,79406,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,22,39457,33851,25266.83745154981
MJ,Justicia,F,Abogada,24,42241,86724,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,25,45347,80178,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,23,32196,68589,25266.83745154981
UASD,Educación,M,Profesor,2,53880,21405,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,1,32826,66317,25266.83745154981
MJ,Justicia,M,Abogada,33,42928,88088,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,4,37734,61716,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,24,40831,22802,25266.83745154981
UASD,Educación,F,Profesor,16,35881,29024,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,16,56380,78457,25266.83745154981
MJ,Justicia,F,Abogada,30,59812,90170,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,10,38970,21760,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,8,33276,24981,25266.83745154981
UASD,Educación,M,Profesor,3,33231,93887,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,6,48775,31991,25266.83745154981
MJ,Justicia,M,Abogada,39,59716,90281,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,22,39930,86082,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,31,52334,52809,25266.83745154981
UASD,Educación,F,Profesor,38,54286,68822,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,2,32201,48492,25266.83745154981
MJ,Justicia,F,Abogada,23,30421,46461,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,37,30614,61434,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,14,30177,92465,25266.83745154981
UASD,Educación,M,Profesor,28,46431,90165,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,3,55703,49501,25266.83745154981
MJ,Justicia,M,Abogada,33,47938,61822,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,28,41554,78302,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,23,50683,27874,25266.83745154981
UASD,Educación,F,Profesor,32,38187,30733,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,7,50787,26748,25266.83745154981
MJ,Justicia,F,Abogada,10,59561,70601,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,1,52199,64353,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,20,41228,72340,25266.83745154981
UASD,Educación,M,Profesor,20,57681,31753,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,21,44076,77962,25266.83745154981
MJ,Justicia,M,Abogada,16,46288,25058,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,24,55811,64841,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,36,30294,42375,25266.83745154981
UASD,Educación,F,Profesor,34,49867,73717,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,27,31071,35299,25266.83745154981
MJ,Justicia,F,Abogada,17,54030,79529,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,39,36790,23391,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,14,46824,42713,25266.83745154981
UASD,Educación,M,Profesor,8,45554,23669,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,24,51464,83215,25266.83745154981
MJ,Justicia,M,Abogada,14,43599,38886,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,26,57685,31981,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,25,52189,73962,25266.83745154981
UASD,Educación,F,Profesor,18,36761,48585,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,14,49697,58656,25266.83745154981
MJ,Justicia,F,Abogada,33,54690,79442,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,1,42448,78744,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,27,51291,35432,25266.83745154981
UASD,Educación,M,Profesor,1,56882,80687,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,31,54134,67836,25266.83745154981
MJ,Justicia,M,Abogada,20,40686,34361,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,10,34860,71624,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,29,43934,77334,25266.83745154981
UASD,Educación,F,Profesor,19,59549,38590,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,34,39321,46560,25266.83745154981
MJ,Justicia,F,Abogada,32,37906,83806,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,14,48883,80394,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,19,43908,76436,25266.83745154981
UASD,Educación,M,Profesor,8,36183,43976,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,14,31779,81449,25266.83745154981
MJ,Justicia,M,Abogada,3,46323,81008,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,23,46230,73065,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,6,35162,54736,25266.83745154981
UASD,Educación,F,Profesor,15,42641,79455,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,29,40455,81155,25266.83745154981
MJ,Justicia,F,Abogada,27,48968,97572,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,14,56686,61739,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,16,35828,64645,25266.83745154981
UASD,Educación,M,Profesor,36,57531,27585,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,4,35355,74963,25266.83745154981
MJ,Justicia,M,Abogada,22,31329,21295,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,35,53923,88950,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,31,40487,43863,25266.83745154981
UASD,Educación,F,Profesor,22,44357,73645,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,15,54650,46990,25266.83745154981
MJ,Justicia,F,Abogada,32,48001,35337,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,35,58800,53785,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,4,34059,51200,25266.83745154981
UASD,Educación,M,Profesor,22,31916,32535,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,13,48103,20769,25266.83745154981
MJ,Justicia,M,Abogada,7,59135,79365,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,3,44970,38622,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,16,55937,74550,25266.83745154981
UASD,Educación,F,Profesor,31,40538,67820,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,20,33519,98429,25266.83745154981
MJ,Justicia,F,Abogada,7,49769,92929,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,24,42120,24055,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,26,39890,81961,25266.83745154981
UASD,Educación,M,Profesor,13,58138,63000,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,13,43200,65716,25266.83745154981
MJ,Justicia,M,Abogada,28,34524,57428,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,22,35865,83254,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,27,46255,99122,25266.83745154981
UASD,Educación,F,Profesor,19,58438,28556,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,9,38595,31305,25266.83745154981
MJ,Justicia,F,Abogada,15,42194,43160,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,19,56133,41927,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,8,36775,26374,25266.83745154981
UASD,Educación,M,Profesor,7,41124,26978,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,37,30474,61532,25266.83745154981
MJ,Justicia,M,Abogada,24,50999,78580,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,13,42113,70242,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,22,36220,31348,25266.83745154981
UASD,Educación,F,Profesor,17,48738,97728,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,10,52709,78513,25266.83745154981
MJ,Justicia,F,Abogada,7,40554,81822,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,16,33366,86282,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,19,49682,54837,25266.83745154981
UASD,Educación,M,Profesor,12,33349,78373,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,38,32147,48521,25266.83745154981
MJ,Justicia,M,Abogada,35,53652,96431,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,6,48010,99384,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,30,42967,95184,25266.83745154981
UASD,Educación,F,Profesor,23,36737,84248,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,32,34521,30077,25266.83745154981
MJ,Justicia,F,Abogada,20,58636,59989,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,8,51905,52939,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,33,52142,97504,25266.83745154981
UASD,Educación,M,Profesor,7,52152,96974,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,6,53704,55904,25266.83745154981
MJ,Justicia,M,Abogada,18,30814,42432,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,32,42238,77531,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,38,57834,81879,25266.83745154981
UASD,Educación,F,Profesor,31,55378,63118,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,4,47822,81399,25266.83745154981
MJ,Justicia,F,Abogada,21,42107,85573,25266.83745154981
SALUD,Medicina,M,Fisioterapeuta,32,37413,21455,25266.83745154981
CODEPESCA,Pesca,F,Ingeniero,28,55994,67163,25266.83745154981
UASD,Educación,M,Profesor,14,59771,25765,25266.83745154981
MOPC,Infraestructura,F,Arquitecto,9,37441,27752,25266.83745154981
MJ,Justicia,M,Abogada,5,40912,70164,25266.83745154981
SALUD,Medicina,F,Fisioterapeuta,14,49597,32701,25266.83745154981
CODEPESCA,Pesca,M,Ingeniero,14,30752,61251,25266.83745154981
UASD,Educación,F,Profesor,1,56390,45311,25266.83745154981
MOPC,Infraestructura,M,Arquitecto,22,54685,76981,25266.83745154981
MJ,Justicia,F,Abogada,29,35401,23473,25266.83745154981
