Institucion,Area,Sexo,Cargo,Tiempo_Trabajo_Anios,Sueldo_Promedio_Institucion,Sueldo_Bruto,Predicciones
SALUD,Medicina,F,Fisioterapeuta,35,43346,84265,306.84627989724385
CODEPESCA,Pesca,M,Ingeniero,35,35122,70962,289.59978677561946
UASD,Educación,F,Profesor,14,58522,55888,128.35716597015266
MOPC,Infraestructura,M,Arquitecto,5,59178,53933,35.34354707667458
MJ,Justicia,F,Abogada,32,41596,69071,280.14240573423893
SALUD,Medicina,M,Fisioterapeuta,18,40613,88497,143.02018886910653
CODEPESCA,Pesca,F,Ingeniero,26,50436,88429,230.5309386115944
UASD,Educación,M,Profesor,24,37720,20452,194.46027124201012
MOPC,Infraestructura,F,Arquitecto,17,54344,24485,153.23670680397626
MJ,Justicia,M,Abogada,11,42472,97073,82.53978642591501
SALUD,Medicina,F,Fisioterapeuta,20,58600,98045,180.70993799824709
CODEPESCA,Pesca,M,Ingeniero,25,37175,71050,203.01418961014366
UASD,Educación,F,Profesor,4,38830,86374,35.081185236609656
MOPC,Infraestructura,M,Arquitecto,31,46701,66413,258.2765727861329
MJ,Justicia,F,Abogada,27,55476,28436,240.80248648549858
SALUD,Medicina,M,Fisioterapeuta,33,38212,90835,273.10803098379796
CODEPESCA,Pesca,F,Ingeniero,21,37762,29005,183.02205253402366
UASD,Educación,M,Profesor,26,57198,31041,217.8953659754951
MOPC,Infraestructura,F,Arquitecto,22,34079,39458,190.60933990032194
MJ,Justicia,M,Abogada,14,50595,84946,111.20377181431334
SALUD,Medicina,F,Fisioterapeuta,8,56549,68658,75.41877280802476
CODEPESCA,Pesca,M,Ingeniero,12,54316,49698,94.90482211371535
UASD,Educación,F,Profesor,20,49634,42350,177.9534570493215
MOPC,Infraestructura,M,Arquitecto,2,40008,62484,3.7749474056866323
MJ,Justicia,F,Abogada,33,33387,43326,286.3359805739879
SALUD,Medicina,M,Fisioterapeuta,9,43630,70489,65.45222795838924
CODEPESCA,Pesca,F,Ingeniero,1,54286,71051,13.654408314894383
UASD,Educación,M,Profesor,20,48838,66239,162.99411909142916
MOPC,Infraestructura,F,Arquitecto,13,52495,86967,117.78145853949009
MJ,Justicia,M,Abogada,21,50737,36226,172.30003948131062
SALUD,Medicina,F,Fisioterapeuta,39,30090,26571,337.651173690039
CODEPESCA,Pesca,M,Ingeniero,27,48820,85324,224.0411716409489
UASD,Educación,F,Profesor,7,35210,24012,60.13047140488162
MOPC,Infraestructura,M,Arquitecto,29,34004,96015,236.92459497470483
MJ,Justicia,F,Abogada,27,50887,75193,239.39146218830382
SALUD,Medicina,M,Fisioterapeuta,4,49917,36705,23.775366288156654
CODEPESCA,Pesca,F,Ingeniero,3,38864,71566,26.371549684524954
UASD,Educación,M,Profesor,30,34337,20489,245.74897287744994
MOPC,Infraestructura,F,Arquitecto,26,52237,40261,231.08491627770144
MJ,Justicia,M,Abogada,38,51213,30766,320.7170283492367
SALUD,Medicina,F,Fisioterapeuta,28,55035,44677,249.38876055261534
CODEPESCA,Pesca,M,Ingeniero,6,57636,59338,43.59140796442767
UASD,Educación,F,Profesor,7,41628,76787,62.106576691367486
MOPC,Infraestructura,M,Arquitecto,28,53485,60154,234.19789837422414
MJ,Justicia,F,Abogada,9,55739,34447,83.89218900428297
SALUD,Medicina,M,Fisioterapeuta,34,51056,76280,285.78154215793404
CODEPESCA,Pesca,F,Ingeniero,9,35022,39944,77.51630808485191
UASD,Educación,M,Profesor,21,35096,94526,167.48657176641274
MOPC,Infraestructura,F,Arquitecto,27,32055,91702,233.59486811201765
MJ,Justicia,M,Abogada,16,57897,62137,130.8922467825975
SALUD,Medicina,F,Fisioterapeuta,15,33776,97431,129.46340065877405
CODEPESCA,Pesca,M,Ingeniero,5,49420,96454,32.34332841640839
UASD,Educación,F,Profesor,11,32063,50840,94.04791279612698
MOPC,Infraestructura,M,Arquitecto,27,57431,95543,226.6887581034165
MJ,Justicia,F,Abogada,38,31083,21032,329.23525745346126
SALUD,Medicina,M,Fisioterapeuta,14,35783,63965,106.64559259236536
CODEPESCA,Pesca,F,Ingeniero,25,58546,84784,224.3023038068142
UASD,Educación,M,Profesor,30,55338,74670,252.21096174865502
MOPC,Infraestructura,F,Arquitecto,23,41958,83486,201.7576810238506
MJ,Justicia,M,Abogada,10,50665,51906,76.3374085113914
SALUD,Medicina,F,Fisioterapeuta,24,54939,83265,214.4720921875659
CODEPESCA,Pesca,M,Ingeniero,32,59777,50380,271.0186362946702
UASD,Educación,F,Profesor,32,55737,92235,284.4916507942933
MOPC,Infraestructura,M,Arquitecto,14,32604,28671,105.66633193116911
MJ,Justicia,F,Abogada,10,38257,62539,87.2347278873298
SALUD,Medicina,M,Fisioterapeuta,23,54047,37398,190.76169777408626
CODEPESCA,Pesca,F,Ingeniero,34,56149,92229,302.0618410215256
UASD,Educación,M,Profesor,30,41626,65690,247.9936778099364
MOPC,Infraestructura,F,Arquitecto,36,39021,98313,314.2368162362315
MJ,Justicia,M,Abogada,21,47727,24518,171.3741800837636
SALUD,Medicina,F,Fisioterapeuta,38,31767,39950,329.4459571364617
CODEPESCA,Pesca,M,Ingeniero,13,35376,80618,97.79841969467577
UASD,Educación,F,Profesor,31,34643,65918,269.2792785561099
MOPC,Infraestructura,M,Arquitecto,11,46269,95859,83.7077226825549
MJ,Justicia,F,Abogada,10,53758,93559,92.00557354810907
SALUD,Medicina,M,Fisioterapeuta,22,31104,54546,174.97867462679423
CODEPESCA,Pesca,F,Ingeniero,11,42069,78368,97.13027686362526
UASD,Educación,M,Profesor,3,56415,77383,17.052158336382966
MOPC,Infraestructura,F,Arquitecto,22,51628,93254,196.0103973795247
MJ,Justicia,M,Abogada,8,47791,64880,58.00848005674556
SALUD,Medicina,F,Fisioterapeuta,18,35070,67389,156.0274063063151
CODEPESCA,Pesca,M,Ingeniero,14,36460,89449,106.85413599206021
UASD,Educación,F,Profesor,23,34049,50990,199.32189911165023
MOPC,Infraestructura,M,Arquitecto,36,59412,62896,305.7936408228787
MJ,Justicia,F,Abogada,31,51208,57630,274.37739387502097
SALUD,Medicina,M,Fisioterapeuta,36,30314,26539,296.84052861066715
CODEPESCA,Pesca,F,Ingeniero,30,55929,39727,267.1070678500372
UASD,Educación,M,Profesor,12,37809,46246,89.8260817380989
MOPC,Infraestructura,F,Arquitecto,18,32058,80444,155.09958840398005
MJ,Justicia,M,Abogada,17,41750,87235,134.6484779453096
SALUD,Medicina,F,Fisioterapeuta,27,47182,22171,238.25182462421353
CODEPESCA,Pesca,M,Ingeniero,20,42429,44293,161.02274604196776
UASD,Educación,F,Profesor,17,48656,69713,151.48723425078148
MOPC,Infraestructura,M,Arquitecto,25,38626,71978,203.4611220459987
MJ,Justicia,F,Abogada,15,39768,48165,131.3089822154128
SALUD,Medicina,M,Fisioterapeuta,25,34362,62795,202.1476717617809
CODEPESCA,Pesca,F,Ingeniero,31,47819,55447,273.33495616794886
UASD,Educación,M,Profesor,31,34057,35057,254.3845219707225
MOPC,Infraestructura,F,Arquitecto,23,59101,22801,207.02926961043948
MJ,Justicia,M,Abogada,35,43711,68991,292.24405913554824
SALUD,Medicina,F,Fisioterapeuta,11,53198,83450,100.5550314369825
CODEPESCA,Pesca,M,Ingeniero,19,53596,64967,155.73585518309937
UASD,Educación,F,Profesor,30,35468,60226,260.8116115201988
MOPC,Infraestructura,M,Arquitecto,7,34937,75485,45.332508044710295
MJ,Justicia,F,Abogada,30,57464,28892,267.5787684781305
SALUD,Medicina,M,Fisioterapeuta,22,31777,29995,175.18598586460018
CODEPESCA,Pesca,F,Ingeniero,14,37070,32815,121.75628554878102
UASD,Educación,M,Profesor,9,37482,80449,63.55995122719729
MOPC,Infraestructura,F,Arquitecto,34,48970,34157,299.8543928122615
MJ,Justicia,M,Abogada,33,31323,33053,270.98594017065517
SALUD,Medicina,F,Fisioterapeuta,39,54019,48426,345.01625861906865
CODEPESCA,Pesca,M,Ingeniero,20,49698,63532,163.2586503478712
UASD,Educación,F,Profesor,34,34350,40753,295.35442397423344
MOPC,Infraestructura,M,Arquitecto,25,36080,65409,202.67688529305968
MJ,Justicia,F,Abogada,8,52086,91567,74.04636068944771
SALUD,Medicina,M,Fisioterapeuta,4,57132,24909,25.99456311767936
CODEPESCA,Pesca,F,Ingeniero,6,57310,54836,58.20790687209799
UASD,Educación,M,Profesor,24,56385,28183,200.20194972098895
MOPC,Infraestructura,F,Arquitecto,15,31065,99257,128.62813123155306
MJ,Justicia,M,Abogada,35,52397,79529,294.91582482561256
SALUD,Medicina,F,Fisioterapeuta,25,51160,98304,222.03183855386112
CODEPESCA,Pesca,M,Ingeniero,1,47178,77618,0.21324440276291007
UASD,Educación,F,Profesor,31,42512,29031,271.70255224011424
MOPC,Infraestructura,M,Arquitecto,10,47028,93597,75.21938790518686
MJ,Justicia,F,Abogada,3,52138,35780,30.45585648100502
SALUD,Medicina,M,Fisioterapeuta,32,39482,23268,264.7771272567104
CODEPESCA,Pesca,F,Ingeniero,30,37340,23553,261.38826328419987
UASD,Educación,M,Profesor,32,51574,51235,268.49727917212897
MOPC,Infraestructura,F,Arquitecto,20,43613,33467,176.10143065974322
MJ,Justicia,M,Abogada,18,59773,45869,148.9123195632686
SALUD,Medicina,F,Fisioterapeuta,1,54030,36263,13.57603236198663
CODEPESCA,Pesca,M,Ingeniero,36,55014,97226,304.4421493816054
UASD,Educación,F,Profesor,18,45269,82634,159.16721019699733
MOPC,Infraestructura,M,Arquitecto,4,47026,55288,22.885800562386454
MJ,Justicia,F,Abogada,24,54058,87261,214.20136368375464
SALUD,Medicina,M,Fisioterapeuta,27,51440,62152,224.84706918964434
CODEPESCA,Pesca,F,Ingeniero,8,56873,77019,75.51836171147639
UASD,Educación,M,Profesor,7,34411,63797,45.170465732826365
MOPC,Infraestructura,F,Arquitecto,3,49508,84495,29.646959881236963
MJ,Justicia,M,Abogada,21,58247,90752,174.60876050891687
SALUD,Medicina,F,Fisioterapeuta,28,41643,70361,245.2696833935879
CODEPESCA,Pesca,M,Ingeniero,28,59809,95019,236.14130192336404
UASD,Educación,F,Profesor,14,41529,42079,123.129403767681
MOPC,Infraestructura,M,Arquitecto,35,37654,75066,290.37974525128755
MJ,Justicia,F,Abogada,23,49851,33244,204.18560044535874
SALUD,Medicina,M,Fisioterapeuta,22,44208,68620,179.01355355806044
CODEPESCA,Pesca,F,Ingeniero,14,53282,86391,126.74519887855138
UASD,Educación,M,Profesor,9,47670,66336,66.69404538528173
MOPC,Infraestructura,F,Arquitecto,34,37414,86163,296.2982599811241
MJ,Justicia,M,Abogada,22,41473,59653,178.1721806901919
SALUD,Medicina,F,Fisioterapeuta,17,30361,65848,145.85503174039619
CODEPESCA,Pesca,M,Ingeniero,29,34773,51244,237.16147809784417
UASD,Educación,F,Profesor,16,47651,80897,142.45630332980602
MOPC,Infraestructura,M,Arquitecto,14,59546,28766,113.95635969190943
MJ,Justicia,F,Abogada,16,49934,99924,143.1585415373143
SALUD,Medicina,M,Fisioterapeuta,16,38737,68565,124.99909097425024
CODEPESCA,Pesca,F,Ingeniero,30,42684,20076,263.0336600270832
UASD,Educación,M,Profesor,4,48561,71795,23.35812273086008
MOPC,Infraestructura,F,Arquitecto,16,38863,41158,139.7522029664663
MJ,Justicia,M,Abogada,15,33843,77135,114.76979450174808
SALUD,Medicina,F,Fisioterapeuta,9,53288,46934,83.13857596315295
CODEPESCA,Pesca,M,Ingeniero,25,36343,99884,202.75789993725422
UASD,Educación,F,Profesor,14,42682,85050,123.484269409004
MOPC,Infraestructura,M,Arquitecto,21,31731,57242,166.45001557738306
MJ,Justicia,F,Abogada,31,50595,45932,274.1888384561849
SALUD,Medicina,M,Fisioterapeuta,25,36930,54000,202.93871969444905
CODEPESCA,Pesca,F,Ingeniero,4,44586,45421,36.85318198183607
UASD,Educación,M,Profesor,5,50753,79239,32.753378966723645
MOPC,Infraestructura,F,Arquitecto,3,40018,59520,26.727023857552496
MJ,Justicia,M,Abogada,10,49292,20492,75.91537501457869
SALUD,Medicina,F,Fisioterapeuta,14,39550,96243,122.52006054631423
CODEPESCA,Pesca,M,Ingeniero,28,59335,41323,235.99564322778332
UASD,Educación,F,Profesor,36,54623,70001,319.0364899997382
MOPC,Infraestructura,M,Arquitecto,29,52904,21009,242.74098444320308
MJ,Justicia,F,Abogada,17,30352,79280,145.85225672390922
SALUD,Medicina,M,Fisioterapeuta,19,36200,57788,150.38304759675682
CODEPESCA,Pesca,F,Ingeniero,17,44551,97400,150.22455889299724
UASD,Educación,M,Profesor,18,47269,36327,145.06790641702577
MOPC,Infraestructura,F,Arquitecto,21,48945,45948,186.46332291400307
MJ,Justicia,M,Abogada,35,50362,93141,294.2898700501945
SALUD,Medicina,F,Fisioterapeuta,20,35106,54439,173.482096614305
CODEPESCA,Pesca,M,Ingeniero,21,47759,42645,171.3840231072591
UASD,Educación,F,Profesor,28,46733,30931,246.83551316511148
MOPC,Infraestructura,M,Arquitecto,23,45472,51811,188.1241514504528
MJ,Justicia,F,Abogada,7,39454,48676,61.437657161624266
SALUD,Medicina,M,Fisioterapeuta,37,53541,76630,312.7112931241669
CODEPESCA,Pesca,F,Ingeniero,37,30152,66570,320.22667134832676
UASD,Educación,M,Profesor,28,46484,34999,232.04442939009562
MOPC,Infraestructura,F,Arquitecto,8,39737,78539,70.24684792229537
MJ,Justicia,M,Abogada,15,37802,72936,115.98932673127811
SALUD,Medicina,F,Fisioterapeuta,15,58233,69431,136.9897018445892
CODEPESCA,Pesca,M,Ingeniero,6,36122,47910,36.975325025439204
UASD,Educación,F,Profesor,18,36814,66442,156.56462888987167
MOPC,Infraestructura,M,Arquitecto,25,40924,25300,204.16853645276598
MJ,Justicia,F,Abogada,37,42206,59279,323.9392191138549
SALUD,Medicina,M,Fisioterapeuta,39,52945,91652,329.971580460251
CODEPESCA,Pesca,F,Ingeniero,26,51113,45637,230.73918007742148
UASD,Educación,M,Profesor,28,49141,71137,232.8617079347077
MOPC,Infraestructura,F,Arquitecto,7,56994,68131,66.83316540880409
MJ,Justicia,M,Abogada,30,46646,97603,249.53785662518052
SALUD,Medicina,F,Fisioterapeuta,3,36924,27815,25.773493962564835
CODEPESCA,Pesca,M,Ingeniero,23,32451,47242,184.11540556837332
UASD,Educación,F,Profesor,23,30369,60746,198.18831017387032
MOPC,Infraestructura,M,Arquitecto,11,48556,78137,84.41119126800012
MJ,Justicia,F,Abogada,30,54889,62514,266.787479150873
SALUD,Medicina,M,Fisioterapeuta,36,32176,84590,297.414099969946
CODEPESCA,Pesca,F,Ingeniero,19,39998,65113,166.26699413277862
UASD,Educación,M,Profesor,27,42879,48439,222.21375281010947
MOPC,Infraestructura,F,Arquitecto,27,51844,28704,239.68583010971665
MJ,Justicia,M,Abogada,26,49789,80003,215.6174322318531
SALUD,Medicina,F,Fisioterapeuta,8,48359,36607,72.89967155479872
CODEPESCA,Pesca,M,Ingeniero,11,43255,21354,82.78063290707092
UASD,Educación,F,Profesor,5,52197,74748,47.91499869649045
MOPC,Infraestructura,M,Arquitecto,35,39718,67151,291.0151881374113
MJ,Justicia,F,Abogada,5,34039,54939,42.3258990205951
SALUD,Medicina,M,Fisioterapeuta,38,44655,25275,318.6998237216243
CODEPESCA,Pesca,F,Ingeniero,31,55579,45068,275.7213059283309
UASD,Educación,M,Profesor,33,50675,34821,276.94255019512116
MOPC,Infraestructura,F,Arquitecto,4,32020,29545,32.9827637760991
MJ,Justicia,M,Abogada,8,59065,83914,61.4754211181294
SALUD,Medicina,F,Fisioterapeuta,14,44401,28604,124.01302432740378
CODEPESCA,Pesca,M,Ingeniero,15,57812,81480,122.1444322186585
UASD,Educación,F,Profesor,38,33695,47838,330.03985916690715
MOPC,Infraestructura,M,Arquitecto,33,34435,62172,271.9445621202125
MJ,Justicia,F,Abogada,22,38301,83687,191.9098867740466
SALUD,Medicina,M,Fisioterapeuta,37,36356,57041,307.4235095693322
CODEPESCA,Pesca,F,Ingeniero,30,46470,55819,264.1982127443965
UASD,Educación,M,Profesor,1,56481,29795,0.21698439750694368
MOPC,Infraestructura,F,Arquitecto,28,58754,43552,250.53159744895353
MJ,Justicia,M,Abogada,14,47048,48363,110.11273417873217
SALUD,Medicina,F,Fisioterapeuta,37,54050,59924,327.5822008858073
CODEPESCA,Pesca,M,Ingeniero,33,34096,77088,271.8401364001289
UASD,Educación,F,Profesor,22,40515,86439,192.59157620863056
MOPC,Infraestructura,M,Arquitecto,31,30948,99521,253.4268241425818
MJ,Justicia,F,Abogada,10,36659,62237,86.74247921271777
SALUD,Medicina,M,Fisioterapeuta,19,47924,72242,153.99117926851906
CODEPESCA,Pesca,F,Ingeniero,7,33638,86498,59.64585655790655
UASD,Educación,M,Profesor,28,45569,74628,231.76298043702064
MOPC,Infraestructura,F,Arquitecto,4,32039,31971,32.988618667019345
MJ,Justicia,M,Abogada,30,35749,77155,246.1839260242285
SALUD,Medicina,F,Fisioterapeuta,36,44028,78216,315.7778577998114
CODEPESCA,Pesca,M,Ingeniero,31,56402,79115,261.2597175390816
UASD,Educación,F,Profesor,13,30523,71820,111.01704510684738
MOPC,Infraestructura,M,Arquitecto,34,59368,90353,288.33653582765834
MJ,Justicia,F,Abogada,25,56183,94318,223.57616140669396
SALUD,Medicina,M,Fisioterapeuta,29,41934,49730,239.36667295114626
CODEPESCA,Pesca,F,Ingeniero,30,33869,87770,260.3190548051146
UASD,Educación,M,Profesor,29,54406,66012,243.20276913927623
MOPC,Infraestructura,F,Arquitecto,19,37713,59305,165.56335769989488
MJ,Justicia,M,Abogada,36,52129,85319,303.55518796815693
SALUD,Medicina,F,Fisioterapeuta,12,32400,32039,102.87380597938426
CODEPESCA,Pesca,M,Ingeniero,34,48297,54478,284.93288897593
UASD,Educación,F,Profesor,23,39464,93250,200.98976692880828
MOPC,Infraestructura,M,Arquitecto,10,41736,90280,73.59157803054653
MJ,Justicia,F,Abogada,38,31236,47798,329.2823876457113
SALUD,Medicina,M,Fisioterapeuta,6,44132,44173,39.438954784193214
CODEPESCA,Pesca,F,Ingeniero,29,49283,51677,256.3416775642299
UASD,Educación,M,Profesor,21,59214,82938,174.90591653977435
MOPC,Infraestructura,F,Arquitecto,12,53518,68259,109.37498959782145
MJ,Justicia,M,Abogada,37,51964,82622,312.2262333425776
SALUD,Medicina,F,Fisioterapeuta,24,54477,78926,214.3301210538987
CODEPESCA,Pesca,M,Ingeniero,35,43512,84415,292.18284783318546
UASD,Educación,F,Profesor,35,36000,36259,304.5844911788959
MOPC,Infraestructura,M,Arquitecto,16,53615,55458,129.57630408534155
MJ,Justicia,F,Abogada,12,47852,26531,107.63093596385956
SALUD,Medicina,M,Fisioterapeuta,18,38116,38506,142.25145271604083
CODEPESCA,Pesca,F,Ingeniero,1,52112,85078,12.988797614745245
UASD,Educación,M,Profesor,32,43145,44420,265.904565264513
MOPC,Infraestructura,F,Arquitecto,37,56317,66432,328.2788427906201
MJ,Justicia,M,Abogada,12,32360,96878,88.14755752597637
SALUD,Medicina,F,Fisioterapeuta,14,31370,69814,120.00018922436617
CODEPESCA,Pesca,M,Ingeniero,32,57341,60215,270.2700612262433
UASD,Educación,F,Profesor,37,57035,61062,328.49948191177384
MOPC,Infraestructura,M,Arquitecto,22,39120,85191,177.44773226493618
MJ,Justicia,F,Abogada,10,40810,77873,88.02082649647572
SALUD,Medicina,M,Fisioterapeuta,16,54350,90242,129.8022649403519
CODEPESCA,Pesca,F,Ingeniero,22,58312,76370,198.06502044719574
UASD,Educación,M,Profesor,21,45251,66141,170.612576140798
MOPC,Infraestructura,F,Arquitecto,7,31547,56129,59.00124482443019
MJ,Justicia,M,Abogada,15,45907,55950,118.48356733653956
SALUD,Medicina,F,Fisioterapeuta,27,51133,80267,239.46713043142557
CODEPESCA,Pesca,M,Ingeniero,36,31978,88474,297.35310795644585
UASD,Educación,F,Profesor,39,32459,62432,338.3809215687347
MOPC,Infraestructura,M,Arquitecto,35,30374,25348,288.1372106135056
MJ,Justicia,F,Abogada,24,39536,20094,209.73373452498134
SALUD,Medicina,M,Fisioterapeuta,35,33562,56409,289.1192436389519
CODEPESCA,Pesca,F,Ingeniero,24,37528,51265,209.1153723400082
UASD,Educación,M,Profesor,25,45229,53755,205.4930029194225
MOPC,Infraestructura,F,Arquitecto,25,46907,29944,220.7236392124101
MJ,Justicia,M,Abogada,18,50897,51949,146.18385920582998
SALUD,Medicina,F,Fisioterapeuta,24,56576,49106,214.9751370919234
CODEPESCA,Pesca,M,Ingeniero,22,58630,21710,183.44824716075613
UASD,Educación,F,Profesor,27,59455,70780,242.02522055662777
MOPC,Infraestructura,M,Arquitecto,18,52289,62018,146.61203072788493
MJ,Justicia,F,Abogada,26,41842,87991,227.88735948215574
SALUD,Medicina,M,Fisioterapeuta,24,58424,45590,200.82852794944648
CODEPESCA,Pesca,F,Ingeniero,33,52227,90407,292.1344295830951
UASD,Educación,M,Profesor,23,30208,42048,183.42447078917755
MOPC,Infraestructura,F,Arquitecto,1,44026,46120,10.513104097438768
MJ,Justicia,M,Abogada,13,32875,25594,97.02801047364657
SALUD,Medicina,F,Fisioterapeuta,24,30137,50068,206.83864520980953
CODEPESCA,Pesca,M,Ingeniero,24,43491,79960,196.23660524150287
UASD,Educación,F,Profesor,12,45671,56341,106.96007239374322
MOPC,Infraestructura,M,Arquitecto,10,56721,59788,78.19971534367363
MJ,Justicia,F,Abogada,13,43385,67001,114.97870986710168
SALUD,Medicina,M,Fisioterapeuta,13,44705,90549,100.67024183785037
CODEPESCA,Pesca,F,Ingeniero,22,34101,93653,190.6161167907109
UASD,Educación,M,Profesor,11,33993,58289,79.92879887060181
MOPC,Infraestructura,F,Arquitecto,13,56763,77492,119.09469173165803
MJ,Justicia,M,Abogada,6,40298,47551,38.260206106498615
SALUD,Medicina,F,Fisioterapeuta,2,55107,61097,22.643680182813736
CODEPESCA,Pesca,M,Ingeniero,29,40550,49791,238.94057398624827
UASD,Educación,F,Profesor,28,46608,38018,246.79706385458212
MOPC,Infraestructura,M,Arquitecto,32,49100,54306,267.7362904181318
MJ,Justicia,F,Abogada,4,48904,94162,38.181838088330615
SALUD,Medicina,M,Fisioterapeuta,19,57202,60674,156.84405139075105
CODEPESCA,Pesca,F,Ingeniero,36,49964,67665,317.60373865822976
UASD,Educación,M,Profesor,37,59869,93424,314.65586743985074
MOPC,Infraestructura,F,Arquitecto,37,52696,83146,327.16588525347896
MJ,Justicia,M,Abogada,28,49995,23255,233.12439362424433
SALUD,Medicina,F,Fisioterapeuta,7,37606,94447,60.868821655740774
CODEPESCA,Pesca,M,Ingeniero,26,37420,49900,211.81145995133312
UASD,Educación,F,Profesor,24,54180,79795,214.23885389654126
MOPC,Infraestructura,M,Arquitecto,17,45898,90783,135.9243959148203
MJ,Justicia,F,Abogada,7,58753,62001,67.37383479513566
SALUD,Medicina,M,Fisioterapeuta,36,40718,53097,300.04489121080945
CODEPESCA,Pesca,F,Ingeniero,37,40411,64253,323.3865310940778
UASD,Educación,M,Profesor,38,51161,90475,320.70103343605643
MOPC,Infraestructura,F,Arquitecto,28,37106,56729,243.8725809627099
MJ,Justicia,M,Abogada,6,31471,47732,35.542513632716364
SALUD,Medicina,F,Fisioterapeuta,8,40121,20021,70.36508329218161
CODEPESCA,Pesca,M,Ingeniero,5,39123,52508,29.176731329178118
UASD,Educación,F,Profesor,21,51655,65435,187.29690396627967
MOPC,Infraestructura,M,Arquitecto,38,53272,41977,321.3503653922764
MJ,Justicia,F,Abogada,23,38536,48841,200.70407671051393
SALUD,Medicina,M,Fisioterapeuta,29,39154,30151,238.51078343987763
CODEPESCA,Pesca,F,Ingeniero,29,58711,27176,259.24017565286596
UASD,Educación,M,Profesor,30,35485,25640,246.10260333956165
MOPC,Infraestructura,F,Arquitecto,4,46106,26697,37.320888624233426
MJ,Justicia,M,Abogada,25,48684,31592,206.55574186245414
SALUD,Medicina,F,Fisioterapeuta,26,46488,92793,229.31655558783507
CODEPESCA,Pesca,M,Ingeniero,26,44863,75179,214.102221802512
UASD,Educación,F,Profesor,24,36419,34443,208.77375545631313
MOPC,Infraestructura,M,Arquitecto,35,39412,57749,290.9209693270332
MJ,Justicia,F,Abogada,39,36533,57538,339.63587845257047
SALUD,Medicina,M,Fisioterapeuta,31,53531,69853,260.3774431134572
CODEPESCA,Pesca,F,Ingeniero,21,38283,74847,183.18254162005167
UASD,Educación,M,Profesor,30,44916,20426,249.00571816745415
MOPC,Infraestructura,F,Arquitecto,16,38916,81992,139.7685291114941
MJ,Justicia,M,Abogada,1,56254,77894,0.2170026678326768
SALUD,Medicina,F,Fisioterapeuta,38,51073,90110,335.3884578698851
CODEPESCA,Pesca,M,Ingeniero,10,55300,24811,77.76293808501693
UASD,Educación,F,Profesor,28,30453,58171,241.82318770101168
MOPC,Infraestructura,M,Arquitecto,25,56276,88302,208.89024633437754
MJ,Justicia,F,Abogada,16,46206,62694,142.01182930008662
SALUD,Medicina,M,Fisioterapeuta,21,46839,59558,171.10103618176302
CODEPESCA,Pesca,F,Ingeniero,23,42055,77967,201.7875477709312
UASD,Educación,M,Profesor,7,56534,33998,51.97507119831588
MOPC,Infraestructura,F,Arquitecto,15,43839,38292,132.5619546915832
MJ,Justicia,M,Abogada,36,30874,53175,297.0130312751119
SALUD,Medicina,F,Fisioterapeuta,26,39106,23728,227.04498640480074
CODEPESCA,Pesca,M,Ingeniero,5,41729,69720,29.978376776653157
UASD,Educación,F,Profesor,22,36424,99594,191.33169480768444
MOPC,Infraestructura,M,Arquitecto,36,52774,56359,303.7535864104884
MJ,Justicia,F,Abogada,19,34838,47671,164.67774134225436
SALUD,Medicina,M,Fisioterapeuta,16,54428,90311,129.8262340927892
CODEPESCA,Pesca,F,Ingeniero,10,50652,65272,91.04972182277552
UASD,Educación,M,Profesor,18,31417,78199,140.18788959262034
MOPC,Infraestructura,F,Arquitecto,22,31965,43735,189.958142342043
MJ,Justicia,M,Abogada,34,57209,47096,287.67308198006646
SALUD,Medicina,F,Fisioterapeuta,30,30356,37229,259.2369086261959
CODEPESCA,Pesca,M,Ingeniero,11,55564,67813,86.56647305382779
UASD,Educación,F,Profesor,10,59180,77302,93.67224849860573
MOPC,Infraestructura,M,Arquitecto,9,57545,82238,69.73060237163865
MJ,Justicia,F,Abogada,38,41699,64906,332.50491069489055
SALUD,Medicina,M,Fisioterapeuta,26,42493,81212,213.3732228748753
CODEPESCA,Pesca,F,Ingeniero,18,50239,45437,160.6959547836448
UASD,Educación,M,Profesor,16,45463,85845,127.0687938498587
MOPC,Infraestructura,F,Arquitecto,16,48952,23541,142.8564837537956
MJ,Justicia,M,Abogada,31,57004,98067,261.4447102284055
SALUD,Medicina,F,Fisioterapeuta,5,48779,49606,46.86327415457328
CODEPESCA,Pesca,M,Ingeniero,39,52704,83469,329.89745018955034
UASD,Educación,F,Profesor,24,53010,59143,213.8790898853762
MOPC,Infraestructura,M,Arquitecto,12,44060,94444,91.75004493119943
MJ,Justicia,F,Abogada,5,55319,95224,48.875306396646586
SALUD,Medicina,M,Fisioterapeuta,16,49062,65641,128.17582639862007
CODEPESCA,Pesca,F,Ingeniero,32,46850,65406,281.75869557704465
UASD,Educación,M,Profesor,12,40255,85046,90.57916823313978
MOPC,Infraestructura,F,Arquitecto,14,31361,51103,119.99741420787919
MJ,Justicia,M,Abogada,34,39124,43697,282.1105446514406
SALUD,Medicina,F,Fisioterapeuta,7,37229,37181,60.75271176655228
CODEPESCA,Pesca,M,Ingeniero,16,45715,41793,127.14630765988586
UASD,Educación,F,Profesor,13,57074,42315,119.19035131721567
MOPC,Infraestructura,M,Arquitecto,22,41410,86441,178.15278269981997
MJ,Justicia,F,Abogada,22,47587,56820,194.7674080687315
